Customer_ID,Customer_Name,Cluster,Segment,Region,Country,Gender,Age,Total_Sales,Total_Orders,Avg_Order_Value,Customer_Lifetime,Purchase_Frequency,Profit_Margin,Last_Purchase_Days_Ago,Engagement_Score,Favorite_Product,Unique_Products_Bought,Total_Sales_Percentile,Total_Sales_Grade,Avg_Order_Value_Percentile,Avg_Order_Value_Grade,Purchase_Frequency_Percentile,Purchase_Frequency_Grade,Personalized_Description
AN-00555,Rodgers Huffman,0,Consumer,Oceania,Australia,Female,21,6739.0,43,156.72,1066,0.0403,0.4698,15,93,Fossil Watch,19,5.911949685534592,E,51.698113207547166,C,4.528301886792453,E,客户 Rodgers Huffman (AN-00555) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Fossil Watch。 产品涉猎广泛，购买过多种不同类型的产品。
AN-00660,Sharp Harrigan,0,Consumer,West,United States,Female,70,9527.0,64,148.86,1074,0.0596,0.4343,8,138,Suits,22,42.515723270440255,C,20.31446540880503,D,46.918238993710695,C,客户 Sharp Harrigan (AN-00660) 属于第 0 类用户群体。 这是一位中等价值客户。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Suits。 产品涉猎广泛，购买过多种不同类型的产品。
AN-00731,Allen Ausman,0,Corporate,North Asia,China,Female,46,7907.0,50,158.14,1038,0.0482,0.4448,4,125,Dinner Crockery,20,15.723270440251572,E,56.855345911949684,C,15.786163522012577,E,客户 Allen Ausman (AN-00731) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Dinner Crockery。 产品涉猎广泛，购买过多种不同类型的产品。
AN-00738,Leon Sissman,1,Home Office,Central Asia,India,Female,32,16321.0,90,181.34,1044,0.0862,0.4877,37,196,T - Shirts,24,99.74842767295597,A,99.49685534591195,A,97.73584905660377,A,客户 Leon Sissman (AN-00738) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 较为活跃，最近90天内有过购买。 购买力强，平均订单价值较高。 购买频率高，复购行为明显。 互动积极，经常浏览、点赞和分享产品。 最常购买的产品是：T - Shirts。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送；推荐忠诚度计划和定期购服务；邀请参与产品评测和新品试用。
AN-0075,Miranda Ryan,0,Home Office,East,United States,Male,23,9998.0,58,172.38,1079,0.0538,0.5017,2,63,Running Shoes,23,49.55974842767296,C,96.22641509433963,A,30.062893081761004,D,客户 Miranda Ryan (AN-0075) 属于第 0 类用户群体。 这是一位中等价值客户。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买力强，平均订单价值较高。 最常购买的产品是：Running Shoes。 产品涉猎广泛，购买过多种不同类型的产品。
AN-008,Dennis Holloman,0,Corporate,North Asia,China,Male,18,9361.0,62,150.98,1065,0.0582,0.4585,16,94,Towels,31,39.119496855345915,D,29.559748427672954,D,42.38993710691824,C,客户 Dennis Holloman (AN-008) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Towels。 产品涉猎广泛，购买过多种不同类型的产品。
AN-00837,Mcintosh Van,0,Home Office,Central,France,Male,33,9355.0,59,158.56,1066,0.0553,0.4934,16,76,Car Pillow & Neck Rest,28,38.86792452830189,D,58.0503144654088,C,34.088050314465406,D,客户 Mcintosh Van (AN-00837) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Car Pillow & Neck Rest。 产品涉猎广泛，购买过多种不同类型的产品。
AN-00865,Harding Tran,0,Corporate,North,Mexico,Female,20,8230.0,52,158.27,1064,0.0489,0.4353,11,114,Titak watch,19,20.251572327044027,D,57.295597484276726,C,17.232704402515722,E,客户 Harding Tran (AN-00865) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Titak watch。 产品涉猎广泛，购买过多种不同类型的产品。
AN-00866,Boyd Chapman,0,Consumer,Southeast Asia,Vietnam,Female,40,9873.0,58,170.22,1062,0.0546,0.4846,8,138,Sports Wear,18,47.29559748427673,C,92.95597484276729,A,32.51572327044025,D,客户 Boyd Chapman (AN-00866) 属于第 0 类用户群体。 这是一位中等价值客户。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买力强，平均订单价值较高。 最常购买的产品是：Sports Wear。 产品涉猎广泛，购买过多种不同类型的产品。
AN-00891,Merritt Ryan,0,Consumer,South,Spain,Male,33,9882.0,56,176.46,1072,0.0522,0.4644,9,69,Fossil Watch,25,47.42138364779874,C,98.61635220125787,A,25.471698113207548,D,客户 Merritt Ryan (AN-00891) 属于第 0 类用户群体。 这是一位中等价值客户。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买力强，平均订单价值较高。 最常购买的产品是：Fossil Watch。 产品涉猎广泛，购买过多种不同类型的产品。
AN-00939,Jenkins Brennan,0,Corporate,South,United States,Female,27,9449.0,61,154.9,1055,0.0578,0.446,12,131,Titak watch,21,40.88050314465409,C,44.40251572327044,C,41.132075471698116,C,客户 Jenkins Brennan (AN-00939) 属于第 0 类用户群体。 这是一位中等价值客户。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Titak watch。 产品涉猎广泛，购买过多种不同类型的产品。
AN-00953,Kramer O'Brian,1,Consumer,North Asia,South Korea,Male,18,11995.0,82,146.28,1078,0.0761,0.4479,3,94,Sneakers,27,79.74842767295598,B,13.71069182389937,E,88.0503144654088,A,客户 Kramer O'Brian (AN-00953) 属于第 1 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买频率高，复购行为明显。 最常购买的产品是：Sneakers。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：推荐忠诚度计划和定期购服务。
AR-001137,Patel Poddar,1,Consumer,Africa,Algeria,Female,37,12713.0,78,162.99,1050,0.0743,0.473,31,169,Running Shoes,25,87.54716981132076,A,75.22012578616352,B,85.59748427672956,A,客户 Patel Poddar (AR-001137) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 较为活跃，最近90天内有过购买。 购买频率高，复购行为明显。 互动积极，经常浏览、点赞和分享产品。 最常购买的产品是：Running Shoes。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送；推荐忠诚度计划和定期购服务；邀请参与产品评测和新品试用。
AR-00605,Bishop Dunbar,0,Home Office,Central,Guatemala,Female,31,9066.0,55,164.84,1042,0.0528,0.4695,39,110,Titak watch,25,33.9622641509434,D,81.76100628930818,A,27.358490566037734,D,客户 Bishop Dunbar (AR-00605) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 较为活跃，最近90天内有过购买。 购买力强，平均订单价值较高。 最常购买的产品是：Titak watch。 产品涉猎广泛，购买过多种不同类型的产品。
AS-00109,Porter Cazamias,0,Consumer,North Asia,China,Female,46,6837.0,42,162.79,1080,0.0389,0.4832,1,88,Jeans,22,6.289308176100629,E,74.21383647798741,B,2.8930817610062896,E,客户 Porter Cazamias (AS-00109) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Jeans。 产品涉猎广泛，购买过多种不同类型的产品。
AS-001154,Harrington Matthias,1,Corporate,North,Sweden,Female,30,11315.0,69,163.99,1065,0.0648,0.5024,16,156,Casula Shoes,27,72.83018867924528,B,78.61635220125787,B,64.52830188679245,B,客户 Harrington Matthias (AS-001154) 属于第 1 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 互动积极，经常浏览、点赞和分享产品。 最常购买的产品是：Casula Shoes。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：邀请参与产品评测和新品试用。
AS-001329,Brock Lucas,0,Consumer,Africa,South Africa,Male,29,8250.0,56,147.32,1077,0.052,0.415,4,75,Fossil Watch,27,20.37735849056604,D,16.22641509433962,E,25.031446540880502,D,客户 Brock Lucas (AS-001329) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Fossil Watch。 产品涉猎广泛，购买过多种不同类型的产品。
AS-001548,Goodman Jas,0,Consumer,EMEA,Poland,Female,50,7469.0,48,155.6,1065,0.0451,0.4666,16,105,Fossil Watch,22,10.817610062893083,E,46.9811320754717,C,10.0,E,客户 Goodman Jas (AS-001548) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Fossil Watch。 产品涉猎广泛，购买过多种不同类型的产品。
AS-002491,Fernandez Elias,0,Corporate,Africa,Democratic Republic of the Congo,Female,49,8876.0,59,150.44,1070,0.0551,0.4646,11,118,Suits,24,29.937106918238992,D,27.547169811320753,D,33.52201257861635,D,客户 Fernandez Elias (AS-002491) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Suits。 产品涉猎广泛，购买过多种不同类型的产品。
AS-002807,Weeks Thomas,1,Home Office,Central,United States,Male,23,11557.0,72,160.51,1080,0.0667,0.4417,1,90,Shirts,32,75.22012578616352,B,65.47169811320754,B,68.99371069182389,B,客户 Weeks Thomas (AS-002807) 属于第 1 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Shirts。 产品涉猎广泛，购买过多种不同类型的产品。
AS-0030,Poole Lucas,1,Corporate,Southeast Asia,Indonesia,Female,23,13189.0,86,153.36,1065,0.0808,0.4451,16,195,Formal Shoes,28,92.32704402515724,A,38.61635220125786,D,94.77987421383648,A,客户 Poole Lucas (AS-0030) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买频率高，复购行为明显。 互动积极，经常浏览、点赞和分享产品。 最常购买的产品是：Formal Shoes。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送；推荐忠诚度计划和定期购服务；邀请参与产品评测和新品试用。
AS-00630,Tran Matthias,1,Consumer,South,Spain,Female,40,11310.0,71,159.3,1065,0.0667,0.4805,7,166,Running Shoes,23,72.57861635220125,B,61.63522012578616,B,68.99371069182389,B,客户 Tran Matthias (AS-00630) 属于第 1 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 互动积极，经常浏览、点赞和分享产品。 最常购买的产品是：Running Shoes。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：邀请参与产品评测和新品试用。
AS-00791,Lamb Matthias,1,Consumer,EMEA,Ukraine,Male,25,11951.0,72,165.99,1081,0.0666,0.4675,0,86,Jeans,30,79.37106918238995,B,85.40880503144655,A,68.74213836477988,B,客户 Lamb Matthias (AS-00791) 属于第 1 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买力强，平均订单价值较高。 最常购买的产品是：Jeans。 产品涉猎广泛，购买过多种不同类型的产品。
AS-00817,Holloway Lucas,0,Consumer,Oceania,New Zealand,Male,23,8228.0,50,164.56,1080,0.0463,0.4837,1,57,Shirts,22,20.125786163522015,D,80.62893081761007,A,12.38993710691824,E,客户 Holloway Lucas (AS-00817) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买力强，平均订单价值较高。 最常购买的产品是：Shirts。 产品涉猎广泛，购买过多种不同类型的产品。
AS-00859,Wise Koutras,1,Corporate,North,United Kingdom,Male,21,11774.0,74,159.11,1079,0.0686,0.4818,2,98,Formal Shoes,27,77.23270440251572,B,60.25157232704402,B,73.0188679245283,B,客户 Wise Koutras (AS-00859) 属于第 1 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Formal Shoes。 产品涉猎广泛，购买过多种不同类型的产品。
AS-00993,Adams Barchas,0,Consumer,Southeast Asia,Philippines,Female,52,4742.0,35,135.49,1008,0.0347,0.447,70,72,Curtains,21,0.5031446540880503,E,1.509433962264151,E,1.3836477987421385,E,客户 Adams Barchas (AS-00993) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 较为活跃，最近90天内有过购买。 最常购买的产品是：Curtains。 产品涉猎广泛，购买过多种不同类型的产品。
AT-00269,Gilbert Farhat,0,Corporate,South,United States,Female,21,8123.0,49,165.78,1073,0.0457,0.4705,8,103,Shirts,20,19.119496855345915,E,85.22012578616352,A,11.257861635220126,E,客户 Gilbert Farhat (AT-00269) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买力强，平均订单价值较高。 最常购买的产品是：Shirts。 产品涉猎广泛，购买过多种不同类型的产品。
